caption,hashtags,caption_length,word_count,hashtag_count,posting_hour,day_of_week,is_weekend,follower_count,verified_status,sponsored,media_type,source_dataset,performance_class,binary_performance
"Stay tethered to your fitness and your nutrition the best that you possibly can. One or the other may falter here or there, but do not completely abandoned both. 
-
Do your best to hang onto at least one for dear life
-
If for some reason, you really did fall off you’re only one meal away or one workout away from being back in !",,330,66,0,1,Tuesday,0,764023,True,False,Reel,real,Low,0
Styled by amma ❤️,,17,4,0,5,Saturday,1,8611,False,False,Image,real,High,1
"🚨 ATENÇÃO PROMOÇÃO DE DIA DOS NAMORADOS

🔥 PERFUMES ÁRABES PPR 380,00 , DESCONTO DE 100,00 

🔥TODAS AS CAMISAS MASCULINAS E FEMININAS COM 40,00 DE DESCONTO

🔥 TÊNIS PRONTA ENTREGA E NA ENCOMENDA COM 100,00 DE DDESCONTO

🔥 BONÉS POR 60,00 TODOS DA LOJA

🔥 SHORTS E BERNUDAS 50,00 DE DESCONTO

✅️TODAS AS PROMOÇÕES SÓ VALEM PARA PAGAMENTO NO PIX, NK CARTÃO CALCULAMOS A TAXA O DESCONTO DIMINUI, PORÉM CONTINUA",,407,70,0,12,Thursday,0,11155,False,False,Image,real,Low,0
"What??? It’s early, I haven’t put my contacts in yet. Don’t you know not to bother demondogs in the morning? 👿. #labradoodlesofinstagram #labradoodles #funnydogs #funnydogsofinstagram #dogstagram #dogsofinstagram #dogoftheday #puppylove",#labradoodlesofinstagram #labradoodles #funnydogs #funnydogsofinstagram #dogstagram #dogsofinstagram #dogoftheday #puppylove,236,29,8,16,Wednesday,0,545,False,False,Image,real,High,1
"Scan from the 90’s #cimiteri_monumentali_ #ars_sacra #romantic_darkness #london #darkness_fantasy #fever_gothic_world #graveyard_dead #pocket_ominous #kings_gothic #igw_gothika #religious_art_details #cryptic_aesthetic #graveyard_life
#the_dead_things_society #westbromptoncemetery #tv_churchandgraves #project_necropolis #gothicsepulcrum #infinity_gothic_grave #britain  #aj_graveyards #igw_sepulcrum #dark_infinity #be_one_sacro #ethereal_moods #fiftyshades_of_darkness #ominous_perfection #graveandbeautiful #graveyard_fanatics #graveyard_freaks",#cimiteri_monumentali_ #ars_sacra #romantic_darkness #london #darkness_fantasy #fever_gothic_world #graveyard_dead #pocket_ominous #kings_gothic #igw_gothika #religious_art_details #cryptic_aesthetic #graveyard_life #the_dead_things_society #westbromptoncemetery #tv_churchandgraves #project_necropolis #gothicsepulcrum #infinity_gothic_grave #britain #aj_graveyards #igw_sepulcrum #dark_infinity #be_one_sacro #ethereal_moods #fiftyshades_of_darkness #ominous_perfection #graveandbeautiful #graveyard_fanatics #graveyard_freaks,548,34,30,18,Thursday,0,1804,False,False,Image,real,High,1
@seastersjones,,14,1,0,16,Sunday,1,16855,False,False,Image,real,High,1
"JULY 1ST: Sick of ICE? Call out sick! 

Rhode Island joins the country in a massive wave of protest where working people will refuse to go to work. Instead, we’re calling on all people, especially citizens, to:

- Support immigrant street vendors and small businesses
- Go to a march, community event or meet-up
- Donate to an organization taking action or providing emergency relief for immigrant families
- Join the RI Deportation Defense Network
- Post messages and videos explaining why you’re participating

That evening, you’re invited to a block party in Central Falls! 

🎊 Celebrate Immigrants – an Anti-ICE Block Party
📅 Tuesday, July 1st at 6PM
📍 Dexter Plaza – 741 Dexter St., Central Falls, RI

Stand with our immigrant communities — we want ICE out!

#sickofICE #sickofTrump",#sickofICE #sickofTrump,787,131,2,20,Monday,0,23459,False,False,Video,real,High,1
@saraschocolategifts,,20,1,0,11,Sunday,1,15289,False,False,Image,real,Low,0
open order,,10,2,0,5,Wednesday,0,10878,False,False,Carousel,real,Low,0
"Stuck in a dinner rut and tired of takeout? 😫 You’re not alone — deciding what to cook every day can feel overwhelming.
That’s why @foodycheff created the ultimate recipe bundle:
✨ 240+ healthy, easy-to-follow recipes (from 15-minute breakfasts to cozy dinners)
✨ PLUS the 30-Day Meal Challenge Book — packed with templates to give you a roadmap and fresh ideas that make cooking simple and fun.
✅ No more “what’s for dinner?” stress
✅ Simple, nourishing meals you’ll actually enjoy
✅ A system to stay consistent without overthinking
Here’s how to get your bundle:
1️⃣ Go to 👉 @foodycheff
2️⃣ Tap the link in THEIR bio to grab your e-books!
🎁 LIMITED TIME OFFER: The 240 Healthy Recipes eBook + the 30-Day Meal Challenge Book are only available together for a short time — don’t miss out!",,788,138,0,15,Saturday,1,241179,False,False,Carousel,real,Low,0
"이번 여행은 매화가 전부였다.
여전히 교토는 관광객으로 넘쳐났고 소소한 소경을 좋아하는 나는 관광객이 적은 곳을 찾아다녔다.",,69,16,0,0,Sunday,1,1731,False,False,Carousel,real,Medium,0
"Painting the town red with my girls... literally! 💃💋

 #ladiesinred #girlsnightout #ladiesnight #girlfriends #koreansquad #xmastree #merrychristmas #reddress #oysters #highball @employeesonlysg @kuraoysternhighball",#ladiesinred #girlsnightout #ladiesnight #girlfriends #koreansquad #xmastree #merrychristmas #reddress #oysters #highball,214,21,10,3,Wednesday,0,32429,True,False,Carousel,real,High,1
"19042025| Rústica de conscientização do Autismo| 🤞🏻🙌🏻🙏🏻

#nikerunning #corridanoar #corridaterapia #nike #vidasaudavel #boracorrer #corridanapraia #corridaperfeita #corridaderuabrasil #loucosporcorrida #corridaurbana #corridasderua #correr #corredoresderua #fitness #corridas #maniadecorrida #corridaderua #corrida #running #run #runners #brasilrunners #instarunners #runner #xangrila #autismo #corridaemproldoautismo 

@tropadosbicuira - 1⁰ lugar na categoria 30 aos 39 anos

Agradecimento em especial aos nossos patrocinadores:

@conthelpcontabilidade
@maximumgranitos
@academialucasbuffon
@pousadapraiaazul
@duettoimoveis.torres",#nikerunning #corridanoar #corridaterapia #nike #vidasaudavel #boracorrer #corridanapraia #corridaperfeita #corridaderuabrasil #loucosporcorrida #corridaurbana #corridasderua #correr #corredoresderua #fitness #corridas #maniadecorrida #corridaderua #corrida #running #run #runners #brasilrunners #instarunners #runner #xangrila #autismo #corridaemproldoautismo,631,56,28,22,Saturday,1,7670,False,False,Carousel,real,High,1
"CONFRONTO DEFINIDO! ✅

Teremos @santosfc x @adiguatuce na segunda fase da #CopaBetanodoBrasil! 🔥",#CopaBetanodoBrasil!,96,13,1,0,Friday,0,1431613,True,False,Image,real,Medium,0
Для созидания достаточно всего лишь причина!,,44,6,0,18,Saturday,1,13487,False,False,Image,real,Low,0
"✨ Selamat Hari Raya Nyepi 1947 Saka ✨

Hari Nyepi bukan sekadar perayaan, tetapi juga momen refleksi dan penyucian diri. Dalam heningnya, kita diajak untuk kembali ke dalam diri, menemukan kedamaian, serta menjaga keseimbangan dengan alam dan sesama.

Mari kita sambut Tahun Baru Saka dengan hati yang bersih dan semangat baru.

#Nyepi #HariRayaNyepi #TahunBaruSaka #SpiritualJourney #myvenus",#Nyepi #HariRayaNyepi #TahunBaruSaka #SpiritualJourney #myvenus,392,56,5,5,Saturday,1,84080,False,False,Image,real,Low,0
"PAUL SNELL⁠
Flux # 202302, 2023⁠
Chromogenic Print Face-mounted 3mm Matte Plexiglas, backed with extruded polystyrene, concrete, acrylic, enamel and pigments⁠
190 x 15 x 8 cm⁠
⁠
Interior decoration and styling @navypanelandco⁠
Architect @tomrobertsonarchitects⁠
Builder @apcbuild⁠
Photographer @timothykaye",,306,39,0,5,Sunday,1,80688,False,False,Image,real,Low,0
"CÔNG NHẬN LÀ CÓ CHAI GỘI XẢ NÀY CHO CON DÙNG YÊN TÂM HẲN, DÙNG CHÂN ÁI LẮM CÁC MẸ Ạ!
Mẹ nào có con gái rồi mới hiểu đc nỗi lo dậy thì sớm, bé gái thì ko nên dùng chung dầu gội vs người lớn vì nguyên nhân làm da đầu bé tiết dầu sớm và dậy thì sớm.

👉Nay còn ít e sêu rẻ luôn cho hết mã #190k/chai 500ml chuẩn hàng xách tay đủ bill, Loại này đc các chuyên gia đầu ngành khuyên dùng cho bé gái, dầu gội và xả tóc 2in1 chuyên dụng hãng #Boots, hãng dược mỹ phẩm lớn nhất nhì, mng đi Mall lớn nào cũng gặp nha. 

AI LẤY INBOX CHO EM NHA!!","#190k/chai #Boots,",533,123,2,8,Tuesday,0,53,False,False,Carousel,real,Low,0
"Any future act of terror by Pakistan will be considered an act of war, and India will respond accordingly, sources said today.

The warning is significant as Pakistan has been launching drone and missile attacks on military installations and civilian areas in northern India for the last three nights. Nearly all of them have been intercepted by the robust Indian air defence network.

The announcement of the new rules of engagement against terror with cross-border linkages comes two weeks after Pakistan-linked terrorists killed 26 tourists in Jammu and Kashmir’s Pahalgam.

In response, while India launched precision cruise missile strikes at terror infrastructure in Pakistan and Pakistan-Occupied Jammu and Kashmir (PoJK), the neighbouring country where the military has a strong grip on the civilian government escalated the situation by attacking civilian areas in India with drones.

#indiapakistan #indianarmy #operationsindoor #jammukashmir #armedforces #naval #navy #airforce1 #insta #instagram",#indiapakistan #indianarmy #operationsindoor #jammukashmir #armedforces #naval #navy #airforce1 #insta #instagram,1007,145,10,13,Saturday,1,7023,True,False,Image,real,Medium,0
"Kurt Geiger mini pochette 💘
🛒 acquista online su www.mazzolastore.it
🖤Paga in 3 rate con scalapay 
📍vieni nei nostri Store !
 🚚Spedizioni in 24/48h
📲Servizio clienti whatsapp 338 371 0124
#kurtgeiger #minipochette #mazzolaaccessories",#kurtgeiger #minipochette #mazzolaaccessories,233,33,3,16,Wednesday,0,100809,False,False,Carousel,real,Low,0
"🤔E você já parou para pensar nisso? 

😏Assista esse vídeo e me conta se concorda comigo! 

😄Cuidadores chegou sua hora!",,119,20,0,23,Friday,0,152513,True,False,Video,real,Medium,0
"As the halo model in the IS family, the #Lexus IS 500 exemplifies the F SPORT Performance brand. Under the unique raised hood lies a naturally aspirated 5.0-liter V8 engine generating 472-hp and 395-lb.-ft. of torque. 

An eight-speed Sport Direct Shift automatic transmission channels that power to the rear wheels of this performance sedan and a throaty quad exhaust system with dual stacked tail pipes amplifies the sound of this high-output engine. #LexusIS500 
.
.
.
.
.
.
#lookatmylexus #lexusis #is500 #lexusis500fsportperformance #fsportperformance #lexusclub #clublexus #lexusfamily #lexusfam #lexuslovers #fsportsociety #lexuscars #lexuslife #carsofinstagram #v8engine #v8cars #lexusv8",#Lexus #LexusIS500 #lookatmylexus #lexusis #is500 #lexusis500fsportperformance #fsportperformance #lexusclub #clublexus #lexusfamily #lexusfam #lexuslovers #fsportsociety #lexuscars #lexuslife #carsofinstagram #v8engine #v8cars #lexusv8,695,96,19,14,Monday,0,293718,False,False,Image,real,Medium,0
"الوصف:
للبيع زد 370z موديل 2011 وارد امريكا قير عادي ماشي 80 الف ميل ... بالكليو 129 
كت نيسمو اصلي  من الوكالة v2
جناح كاربون فيبر اصلي نيسمو v1
سكان نيسمو اصلي من اليابان 
ستوك عليها تست بايب فقط 
شاشة - كاميرا خلفية 
حماية نص السيارة امامي 
السيارة قمة بالنظافة خالية من الحوادث مصبوغ عام تغيير لون ابيض ثلجي 
شرط الفحص ( مكينة - قير - شاصي ) 
السعر : 3350 k.d ( قابل للمساومة بالمعقول ) 
للاستفسار : 94111711
🔴 عدم اتصال الشريطية لوسمحتو 🔴",,443,86,0,20,Saturday,1,137008,True,False,Carousel,real,Low,0
"Halloween soaps are here!! These cute candy corn jack o lanterns are just the thing for Halloween. Grab one now! 

🎃🎃🎃🎃🎃🎃🎃

#halloween #halloweendecor #halloweendecorations #jackolantern #pumpkin #fall #falldecor #soap #barsoap #handmadesoap #homemadesoap #bathsoap #bodysoap #bodywash #handsoap #bodycare #bodycareproducts #selfcare #selfcareproducts #hygiene #hygieneproducts #shopsmallbusiness #supportsmallbusiness #skincare",#halloween #halloweendecor #halloweendecorations #jackolantern #pumpkin #fall #falldecor #soap #barsoap #handmadesoap #homemadesoap #bathsoap #bodysoap #bodywash #handsoap #bodycare #bodycareproducts #selfcare #selfcareproducts #hygiene #hygieneproducts #shopsmallbusiness #supportsmallbusiness #skincare,428,45,24,13,Sunday,1,823,False,False,Image,real,High,1
"As we’ve always crafted our ramen with exacting care, ensuring each ingredient comes together with thoughtfulness and intention, we find ourselves emulating motherhood in this way and so many others.

This Mother’s Day, we bring together the warmth and comfort of motherhood and ramen at #RamenYushoken 🍜 

A Happy Mother’s Day to all the mothers who continue to inspire.",#RamenYushoken,371,59,1,12,Sunday,1,9464,False,False,Image,real,Medium,0
"Some of the linens I painted/drew/sewed and sold at Cherry Creek last weekend. About half of them were embroidered- something I only have the patience for when I truly need a break from painting! Looking forward to taking a little break from the studio soon. It’s been such a busy couple of years with non-stop show deadlines… time to get outside and recharge for a little bit. I do think of creativity as a finite resource, a wellspring that must be re-filled at times. Spending time outside, observing and meditating on the miracle of beauty and what the hell it all means, far from home if possible, usually does the trick :)

#painting #embroidery #landscape #noellephares #oilpastel #contemporaryart #mountains #embroideryart #landscapepainting #trees #linen",#painting #embroidery #landscape #noellephares #oilpastel #contemporaryart #mountains #embroideryart #landscapepainting #trees #linen,763,123,11,19,Wednesday,0,54554,False,False,Carousel,real,High,1
"കോച്ചിംഗ് സെൻ്ററിൽ വെള്ളംക‌യറിയുണ്ടായ ദുരന്തം; മരിച്ചവരിൽ എറണാകുളം സ്വദേശിയും

ന്യൂ​ഡ​ൽ​ഹി: രാ​ജ്യ​ത​ല​സ്ഥാ​ന​ത്ത് സി​വി​ൽ സ​ർ​വീ​സ് പ​രി​ശീ​ല​ന​കേ​ന്ദ്ര​ത്തി​ൽ വെ​ള്ളം ക​യ​റി​യ​തി​നെ തു​ട​ർ​ന്ന് മു​ങ്ങി​മ​രി​ച്ച​വ​രി​ല്‍ ഒ​രാ​ള്‍ മ​ല​യാ​ളി​യെ​ന്ന് സ്ഥി​രീ​ക​ര​ണം. എ​റ​ണാ​കു​ളം സ്വ​ദേ​ശി ന​വീ​ന്‍ ഡാ​ല്‍​വി​ന്‍ ആ​ണ് മ​രി​ച്ച​ത്. ജെ​എ​ന്‍​യു​വി​ലെ ഗ​വേ​ഷ​ക വി​ദ്യാ​ര്‍​ഥി​യാ​ണ് ന​വീ​ന്‍.

ഡ​ൽ​ഹി ഓ​ൾ​ഡ് രാ​ജീ​ന്ദ്ര ന​ഗ​റി​ലെ സി​വി​ൽ സ​ർ​വീ​സ് പ​രി​ശീ​ല​ന​കേ​ന്ദ്ര​ത്തി​ലാ​ണ് വെ​ള്ളം ക​യ​റി മൂ​ന്ന് വി​ദ്യാ​ർ​ഥി​ക​ൾ മു​ങ്ങി​മ​രി​ച്ച​ത്. ക​ന​ത്ത മ​ഴ​യി​ല്‍ സ്ഥാ​പ​ന​ത്തി​ന്‍റെ മു​ന്നി​ലെ റോ​ഡി​ൽ മു​ഴു​വ​ൻ വെ​ള്ളം നി​റ​ഞ്ഞി​രു​ന്നു.

കെ​ട്ടി​ട​ത്തി​ന്‍റെ താ​ഴ​ത്തെ നി​ല​യി​ലേ​ക്ക് വെ​ള്ളം കു​ത്തി​യൊ​ലി​ച്ച് എ​ത്തു​ക​യാ​യി​രു​ന്നു. മ​രി​ച്ച വി​ദ്യാ​ർ​ഥി​ക​ളു​ടെ മൃ​ത​ദേ​ഹങ്ങൾ ആ​ശു​പ​ത്രി​യി​ലേ​ക്ക് മാ​റ്റി.

☎️📲 *ചരമ അറിയിപ്പുകളും, വാർത്തകളും, പംക്തികളും* നൽകുവാനായി chat with📲☎️ - https://wa.me/message/FJXDNGIRM3KGN1 
 
#newsupdate #india #kerala #NewsAlert #MalayalamNews  #newstoday",#newsupdate #india #kerala #NewsAlert #MalayalamNews #newstoday,985,76,6,6,Sunday,1,8490,False,False,Image,real,Low,0
