Sr No,Image File,Caption,source_dataset
277,img/insta277,Vente pa' ca ,instagram_data
278,img/insta278,Being able to create is my favorite thing in the whole world. I'm so excited to be a part of the vision and family AND I get the honor to design with -ahhhhhh ,instagram_data
279,img/insta279,I have a lot to be thankful for this year.. My year has been the hardest yet most rewarding one yet. I've finally fought the fight of not 'being enough'. I have only wanted to reflect the love you guys have given me for years and show how important it is to take care of YOU. By grace through faith. Kindness always wins. I love you guys. God bless ,instagram_data
280,img/insta280,,instagram_data
281,img/insta281,One of my favorite nights on tour ,instagram_data
282,img/insta282,My entire heart ,instagram_data
283,img/insta283,My whole life. You matter most. Thank you for letting me do what I love every day. ,instagram_data
284,img/insta284,My love and I ,instagram_data
285,img/insta285,Nobody loves me like you do 🙏🏽 ,instagram_data
286,img/insta286,💜 in ,instagram_data
287,img/insta287,My first cover came out -thank you so much! So grateful ,instagram_data
288,img/insta288,Japan ,instagram_data
289,img/insta289,"My sweet, hilarious and crazy soul my life completely changed when I met you. Thank you for putting up with me. You're for LIFE. I love you more than you hate affection. Happy bday ",instagram_data
290,img/insta290,my girlies 💘 -too many stories ,instagram_data
291,img/insta291,the boys 💘 ,instagram_data
292,img/insta292,-grateful ,instagram_data
293,img/insta293,Singapore ,instagram_data
294,img/insta294,,instagram_data
295,img/insta295,,instagram_data
296,img/insta296,"KL, from the car ",instagram_data
297,img/insta297,Beautiful people 😍 ,instagram_data
298,img/insta298,,instagram_data
299,img/insta299,,instagram_data
300,img/insta300,focus ,instagram_data
301,img/insta301,when your lyrics are on the bottle 😛 ,instagram_data
302,img/insta302,after two weeks on the studio bus safe to say this next album is 👅💋 --- its just starting tho ,instagram_data
303,img/insta303,a few of my favs from our fam ❤️ ,instagram_data
304,img/insta304,,instagram_data
305,img/insta305,The one thing that gets me going before anything.. Sheldon Cooper -Big Bang Theory ,instagram_data
306,img/insta306,preshow ,instagram_data
307,img/insta307,My godson watching his tia on stage -happy fathers day ,instagram_data
308,img/insta308,Checking ,instagram_data
309,img/insta309,Happy to finally share my first campaign --thank you and love you 📸 ,instagram_data
310,img/insta310,"Atlanta, GA ",instagram_data
311,img/insta311,😊 ,instagram_data
312,img/insta312,"Couldn't go out tonight but I got love for you Washington, DC 😘 ",instagram_data
313,img/insta313,,instagram_data
314,img/insta314,Brooklyn ,instagram_data
315,img/insta315,Brooklyn babies! Sorry I couldn't get everyone in 😘 ,instagram_data
316,img/insta316,arena vibes ,instagram_data
317,img/insta317,When I see my new costumes for stage -comin sooooon 😍 ,instagram_data
318,img/insta318,Boston -you guys were LOUD 😍 ,instagram_data
319,img/insta319,Toronto. ,instagram_data
320,img/insta320,My cover for with ❤️ exciting things coming with this brilliant man. Shot by the amazing ,instagram_data
321,img/insta321,"London, Ontario 💜 ",instagram_data
322,img/insta322,"Ottawa, Canada -sick sick sick night 🙌🏽 love you guys ",instagram_data
323,img/insta323,Due to safety I couldn't go outside tonight in Winnipeg. That did NOT stop me from gettin my pic tho 💘 ,instagram_data
324,img/insta324,My littles. Saskatoon lovin ,instagram_data
325,img/insta325,s'mores ,instagram_data
326,img/insta326,restock the bus -grocery shopping in Saskatoon ,instagram_data
327,img/insta327,"Calgary, Canada ❤️ ALSO: meeting you guys after my shows has been such a highlight.. but because your safety is priority and most important if we can't keep them contained I'll have to stop. I'll do it for as long as I can, but you matter most. Love you guys. Can't wait to see you Saskatoon ",instagram_data
328,img/insta328,,instagram_data
329,img/insta329,Walks through Calgary ,instagram_data
330,img/insta330,"Got you Edmonton, Canada ",instagram_data
331,img/insta331,TONIGHT 💥 ,instagram_data
332,img/insta332,"Vancouver, Canada was LIT ",instagram_data
333,img/insta333,"Seattle, WA ",instagram_data
334,img/insta334,When you meet the boss and talk tech in a very unusual office ,instagram_data
335,img/insta335,"San Jose, CA ",instagram_data
336,img/insta336,,instagram_data
337,img/insta337,"Sacramento, CA ",instagram_data
338,img/insta338,,instagram_data
339,img/insta339,After my first show in Vegas. ❤️ ,instagram_data
340,img/insta340,My cover for Thank you to everyone involved! ,instagram_data
341,img/insta341,"Just like the last tour.. nothing's changed. Fresno, CA ",instagram_data
342,img/insta342,night 2 💙 ,instagram_data
343,img/insta343,,instagram_data
344,img/insta344,first show/tomorrow ,instagram_data
345,img/insta345,,instagram_data
346,img/insta346,when the crew come together for and ,instagram_data
347,img/insta347,After we finish a show and don't mess it up ,instagram_data
348,img/insta348,Behind the scenes of //tour content ,instagram_data
349,img/insta349,Tour rehearsals ,instagram_data
350,img/insta350,ALSO all of my tattoos will be available.. Each and every one of them mean so much to me. --I have 7 tattoos (and counting) ,instagram_data
351,img/insta351,📸 ,instagram_data
352,img/insta352,this month -thank you for the rad article Zach ,instagram_data
353,img/insta353,,instagram_data
354,img/insta354,74 🙏🏽❤️ ,instagram_data
355,img/insta355,"THE absolute best in the game. Honestly knowing this man for two years, learning and growing. Thank you 🙏🏽 ",instagram_data
356,img/insta356,I am proud to be apart of what you do to inspire the world. WE are the next generation. By grace through faith. All I know is you can change the world 🎞 ,instagram_data
357,img/insta357,coming soon/ / REVIVAL tour '16 ,instagram_data
358,img/insta358,Love you ,instagram_data
359,img/insta359,Thank you -YOU guys though. Thank you for voting. You matter most ,instagram_data
360,img/insta360,,instagram_data
361,img/insta361,"Also last thing, getting ready for tour and the kick off is in Vegas. This is what's happening after. Come ",instagram_data
362,img/insta362,sweets ,instagram_data
363,img/insta363,,instagram_data
364,img/insta364,,instagram_data
365,img/insta365,,instagram_data
366,img/insta366,,instagram_data
367,img/insta367,first time I ever lead worship. I got to perform my first worship song I ever wrote. So grateful for His grace and understanding. ,instagram_data
368,img/insta368,"tb to a sweet, small house in TX ",instagram_data
369,img/insta369,We have waited our whole lives for this 😝☺️ ,instagram_data
370,img/insta370,Papa 💙 ,instagram_data
